id_ip,group,group_class
11133,end-device,workstation
11145,server,web server
11148,end-device,workstation
11154,end-device,workstation
11156,server,web server
11163,end-device,workstation
11180,end-device,workstation
11188,end-device,wifi client
11193,end-device,wifi client
11197,end-device,wifi client
11203,end-device,wifi client
11204,end-device,workstation
11205,end-device,workstation
11208,end-device,wifi client
11214,end-device,wifi client
11240,end-device,
11244,server,mail server
11267,end-device,
11284,end-device,wifi client
11288,end-device,workstation
11292,end-device,wifi client
11295,end-device,wifi client
11301,end-device,workstation
11310,end-device,wifi client
11331,server,cloud
11338,end-device,
11344,end-device,ip camera
11346,end-device,wifi client
11350,server,metacentrum
11362,end-device,
11363,end-device,wifi client
11377,server,metacentrum
11382,end-device,printer
11390,end-device,wifi client
11415,server,
11427,end-device,wifi client
11429,end-device,wifi client
11432,end-device,workstation
11468,end-device,workstation
11469,server,dns server
11472,end-device,workstation
11473,end-device,wifi client
11479,end-device,wifi client
11506,end-device,workstation
11512,end-device,workstation
11513,end-device,workstation
11525,end-device,wifi client
11526,net-device,core router
11538,end-device,workstation
11539,end-device,workstation
11564,server,authentication server
11566,net-device,core router
11575,end-device,wifi client
11581,end-device,wifi client
11587,end-device,wifi client
11593,end-device,workstation
11616,end-device,ip camera
11621,end-device,workstation
11622,end-device,
11627,end-device,workstation
11644,end-device,wifi client
11661,end-device,
11665,end-device,
11680,server,
11707,end-device,
11714,end-device,workstation
11720,end-device,
11724,end-device,wifi client
11726,end-device,
11727,end-device,wifi client
11731,end-device,wifi client
11747,server,vpn server
11751,net-device,core router
11762,end-device,wifi client
11772,end-device,
11774,end-device,wifi client
11776,end-device,workstation
11822,server,vpn server
11832,end-device,workstation
11852,server,data server
11862,end-device,workstation
11868,server,mail server
11873,end-device,wifi client
11875,end-device,workstation
11880,end-device,wifi client
11884,end-device,
11936,end-device,wifi client
11938,end-device,
11940,end-device,wifi client
11946,end-device,wifi client
11955,end-device,workstation
11965,end-device,workstation
11969,end-device,wifi client
11974,end-device,wifi client
11976,server,bot
11988,end-device,wifi client
11989,end-device,workstation
12002,end-device,
12006,server,nas server
12008,end-device,workstation
12016,end-device,workstation
12040,end-device,
12047,end-device,workstation
12059,server,proxy server
12065,end-device,wifi client
12085,end-device,wifi client
12096,end-device,wifi client
12097,end-device,workstation
12109,end-device,wifi client
12131,end-device,wifi client
12132,end-device,
12150,end-device,
12160,end-device,
12170,end-device,
12186,end-device,wifi client
12191,end-device,wifi client
12205,end-device,workstation
12208,end-device,wifi client
12211,end-device,workstation
12219,end-device,wifi client
12221,end-device,
12222,net-device,core router
12223,end-device,wifi client
12227,net-device,core router
12228,end-device,workstation
12231,end-device,wifi client
12242,end-device,
12244,server,mail server
12246,net-device,core router
12259,end-device,
12266,end-device,workstation
12283,end-device,wifi client
12287,end-device,wifi client
12291,end-device,wifi client
12294,end-device,wifi client
12302,server,mail server
12305,end-device,
12317,server,
12318,net-device,wifi router
12319,end-device,workstation
12320,server,cloud
12335,end-device,workstation
12341,end-device,
12344,end-device,wifi client
12345,end-device,wifi client
12363,end-device,
12389,end-device,wifi client
12398,server,web server
12405,end-device,
12407,end-device,wifi client
12412,end-device,wifi client
12453,end-device,workstation
12468,end-device,wifi client
12474,end-device,workstation
12498,end-device,
12505,end-device,wifi client
12515,server,
12531,end-device,
12543,end-device,wifi client
12551,end-device,workstation
12556,end-device,
12557,end-device,wifi client
12561,end-device,workstation
12562,net-device,core router
12563,end-device,wifi client
12567,end-device,wifi client
12585,server,
12607,end-device,wifi client
12608,end-device,
12617,end-device,workstation
12620,end-device,wifi client
12621,end-device,workstation
12622,end-device,wifi client
12627,server,web server
12635,end-device,workstation
12638,end-device,wifi client
12647,server,cloud
12661,end-device,wifi client
12664,net-device,core router
12675,end-device,wifi client
12676,server,mail server
12677,end-device,wifi client
12678,end-device,wifi client
12682,end-device,ip camera
12694,server,dns server
12695,server,web server
12734,end-device,workstation
12739,end-device,wifi client
12743,end-device,workstation
12744,end-device,workstation
12749,end-device,workstation
12750,end-device,
12751,end-device,workstation
12753,end-device,
12765,end-device,wifi client
12779,server,vpn server
12792,server,vpn server
12802,end-device,
12803,server,web server
12807,end-device,wifi client
12809,server,cloud
12819,end-device,wifi client
12821,end-device,wifi client
12824,end-device,workstation
12829,end-device,wifi client
12834,end-device,wifi client
12848,net-device,wifi router
12850,server,web server
12852,server,vpn server
12853,end-device,wifi client
12856,end-device,wifi client
12862,end-device,workstation
12872,end-device,workstation
12883,end-device,workstation
12886,end-device,workstation
12897,end-device,wifi client
12898,server,
12901,end-device,wifi client
12907,end-device,
12911,end-device,wifi client
12916,end-device,wifi client
12928,end-device,
12940,end-device,wifi client
12941,end-device,
12946,end-device,wifi client
12956,server,proxy server
12957,end-device,workstation
12958,end-device,workstation
12959,end-device,voip
12961,end-device,
12962,end-device,
12966,end-device,wifi client
12970,end-device,ip camera
12995,net-device,wifi router
13001,end-device,wifi client
13022,end-device,
13023,net-device,wifi router
13044,end-device,
13051,end-device,
13053,net-device,core router
13062,end-device,
13080,net-device,wifi router
13105,end-device,
13106,end-device,wifi client
13112,end-device,
13118,server,web server
13142,end-device,workstation
13149,end-device,
13162,server,
13163,end-device,wifi client
13167,end-device,wifi client
13178,end-device,workstation
13185,end-device,wifi client
13188,end-device,wifi client
13200,end-device,workstation
13241,end-device,wifi client
13255,server,proxy server
13259,end-device,workstation
13265,end-device,wifi client
13280,end-device,
13293,server,
13294,end-device,workstation
13295,server,web server
13298,server,vpn server
13311,end-device,ip camera
13314,end-device,workstation
13321,end-device,wifi client
13364,server,vpn server
13365,end-device,
13367,end-device,wifi client
13371,end-device,wifi client
13389,end-device,wifi client
13399,net-device,core router
13408,end-device,workstation
13411,end-device,
13417,end-device,wifi client
13447,end-device,workstation
13456,end-device,wifi client
13462,server,nas server
13464,end-device,wifi client
13468,end-device,nat
13504,end-device,
13511,end-device,wifi client
13516,end-device,
13517,end-device,workstation
13525,end-device,wifi client
13544,end-device,wifi client
13551,net-device,core router
13555,end-device,wifi client
13561,end-device,wifi client
13567,end-device,wifi client
13601,end-device,
13603,end-device,wifi client
13610,net-device,core router
13613,server,mail server
13630,server,metacentrum
13645,server,mail server
13646,server,
13648,end-device,wifi client
13671,end-device,
13674,end-device,workstation
13676,end-device,wifi client
13684,end-device,workstation
13687,end-device,
13695,end-device,
13699,end-device,wifi client
13705,server,cloud
13709,end-device,wifi client
13711,end-device,
13716,end-device,wifi client
13721,server,
13730,server,web server
13731,net-device,wifi router
13732,end-device,
13734,end-device,workstation
13735,end-device,
13757,end-device,workstation
13766,end-device,
13775,end-device,
13785,end-device,wifi client
13791,end-device,workstation
13792,server,
13794,end-device,
13801,end-device,
13818,end-device,
13819,end-device,workstation
13820,end-device,workstation
13822,end-device,wifi client
13830,net-device,wifi router
13835,end-device,workstation
13837,end-device,
13849,end-device,workstation
13877,end-device,workstation
13885,end-device,wifi client
13892,end-device,
13902,end-device,
13904,end-device,wifi client
13907,end-device,workstation
13911,end-device,wifi client
13913,end-device,workstation
13916,end-device,workstation
13928,server,metacentrum
13933,end-device,wifi client
13941,end-device,wifi client
13943,end-device,wifi client
13950,end-device,
13952,net-device,core router
13958,server,
14000,end-device,workstation
14013,server,
14014,server,
14016,server,web server
14021,end-device,wifi client
14026,server,
14027,server,
14031,end-device,wifi client
14040,end-device,workstation
14046,server,web server
14052,end-device,wifi client
14097,net-device,core router
14103,end-device,wifi client
14109,end-device,workstation
14121,end-device,wifi client
14122,end-device,wifi client
14125,net-device,core router
14133,end-device,wifi client
14134,net-device,core router
14151,end-device,
14161,server,
14181,server,vpn server
14187,end-device,voip
14212,end-device,wifi client
14231,end-device,wifi client
14240,end-device,wifi client
14247,end-device,wifi client
14250,net-device,core router
14251,server,vpn server
14253,end-device,workstation
14255,end-device,wifi client
14265,end-device,wifi client
14267,end-device,workstation
14268,server,bot
14306,server,vpn server
14314,end-device,wifi client
14319,end-device,wifi client
14322,end-device,wifi client
14327,end-device,workstation
14328,end-device,wifi client
14334,end-device,workstation
14337,end-device,
14348,end-device,wifi client
14350,end-device,wifi client
14357,end-device,wifi client
14374,end-device,wifi client
14377,end-device,
14381,end-device,workstation
14396,end-device,workstation
14403,end-device,wifi client
14432,end-device,wifi client
14460,end-device,workstation
14496,end-device,workstation
14502,end-device,workstation
14503,end-device,wifi client
14532,end-device,wifi client
14550,end-device,
14563,end-device,workstation
14565,end-device,wifi client
14569,net-device,core router
14581,end-device,wifi client
14583,server,vpn server
14590,end-device,
14591,end-device,ip camera
14598,end-device,wifi client
14601,end-device,wifi client
14609,end-device,wifi client
14611,end-device,
14619,end-device,
14634,end-device,wifi client
14644,end-device,
14645,end-device,
14649,end-device,wifi client
14659,end-device,wifi client
14661,server,vpn server
14674,net-device,core router
14689,end-device,workstation
14692,end-device,workstation
14694,end-device,
14697,end-device,
14701,end-device,wifi client
14702,end-device,
14703,end-device,ip camera
